,Область,Год,Население,Unnamed: 0,index,ranks
460,Павлодарская,2046,744686,794.0,892.0,470
460,Республика Казахстан ,2046,24418430,821.0,893.0,461
461,Республика Казахстан ,2046,24440728,821.1,894.9,462
462,Республика Казахстан ,2046,24463027,821.2,896.8,463
463,Республика Казахстан ,2046,24485326,821.3,898.7,464
464,Республика Казахстан ,2046,24507625,821.4,900.6,465
465,Республика Казахстан ,2046,24529924,821.5,902.5,466
466,Республика Казахстан ,2046,24552222,821.6,904.4,467
467,Республика Казахстан ,2046,24574521,821.7,906.3,468
468,Республика Казахстан ,2046,24596820,821.8,908.2,469
469,Республика Казахстан ,2046,24619119,821.9,910.1,470
469,СКО,2046,324405,848.9,904.2,461
468,СКО,2046,325208,848.8,903.4,462
467,СКО,2046,326011,848.7,902.6,463
466,СКО,2046,326815,848.6,901.8,464
465,СКО,2046,327618,848.5,901.0,465
464,СКО,2046,328421,848.4,900.2,466
463,СКО,2046,329225,848.3,899.4,467
462,СКО,2046,330028,848.2,898.6,468
461,СКО,2046,330831,848.1,897.8,469
460,СКО,2046,331635,848.0,897.0,470
460,Туркестанская,2046,2329923,875.0,903.0,461
461,Туркестанская,2046,2330053,875.1,905.1,462
462,Туркестанская,2046,2330183,875.2,907.2,463
463,Туркестанская,2046,2330314,875.3,909.3,464
464,Туркестанская,2046,2330444,875.4,911.4,465
465,Туркестанская,2046,2330575,875.5,913.5,466
466,Туркестанская,2046,2330705,875.6,915.6,467
467,Туркестанская,2046,2330835,875.7,917.7,468
468,Туркестанская,2046,2330966,875.8,919.8,469
469,Туркестанская,2046,2331096,875.9,921.9,470
290,Шымкент,2046,2279124,956.0,884.0,291
291,Шымкент,2046,2283856,956.1,887.4,292
292,Шымкент,2046,2288589,956.2,890.8,293
293,Шымкент,2046,2293321,956.3,894.2,294
294,Шымкент,2046,2298054,956.4,897.6,295
295,Шымкент,2046,2302787,956.5,901.0,296
296,Шымкент,2046,2307519,956.6,904.4,297
297,Шымкент,2046,2312252,956.7,907.8,298
298,Шымкент,2046,2316984,956.8,911.2,299
299,Шымкент,2046,2321717,956.9,914.6,300
249,Ұлытау,2046,179078,983.9,912.9,241
248,Ұлытау,2046,179253,983.8,910.8,242
247,Ұлытау,2046,179428,983.7,908.7,243
246,Ұлытау,2046,179603,983.6,906.6,244
245,Ұлытау,2046,179778,983.5,904.5,245
244,Ұлытау,2046,179953,983.4,902.4,246
243,Ұлытау,2046,180128,983.3,900.3,247
242,Ұлытау,2046,180303,983.2,898.2,248
241,Ұлытау,2046,180478,983.1,896.1,249
240,Ұлытау,2046,180653,983.0,894.0,250
259,Абай,2047,607267,444.9,933.5,251
258,Абай,2047,607286,444.8,932.0,252
257,Абай,2047,607304,444.7,930.5,253
256,Абай,2047,607323,444.6,929.0,254
255,Абай,2047,607341,444.5,927.5,255
254,Абай,2047,607360,444.4,926.0,256
253,Абай,2047,607378,444.3,924.5,257
252,Абай,2047,607397,444.2,923.0,258
251,Абай,2047,607415,444.1,921.5,259
250,Абай,2047,607434,444.0,920.0,260
479,Акмолинская,2047,730114,471.9,941.6,471
478,Акмолинская,2047,730165,471.8,938.2,472
477,Акмолинская,2047,730215,471.7,934.8,473
476,Акмолинская,2047,730266,471.6,931.4,474
475,Акмолинская,2047,730316,471.5,928.0,475
474,Акмолинская,2047,730367,471.4,924.6,476
473,Акмолинская,2047,730417,471.3,921.2,477
472,Акмолинская,2047,730468,471.2,917.8,478
471,Акмолинская,2047,730518,471.1,914.4,479
470,Акмолинская,2047,730569,471.0,911.0,480
470,Актюбинская,2047,1215241,498.0,914.0,471
471,Актюбинская,2047,1216474,498.1,915.2,472
472,Актюбинская,2047,1217707,498.2,916.4,473
473,Актюбинская,2047,1218940,498.3,917.6,474
474,Актюбинская,2047,1220173,498.4,918.8,475
475,Актюбинская,2047,1221406,498.5,920.0,476
476,Актюбинская,2047,1222639,498.6,921.2,477
477,Актюбинская,2047,1223872,498.7,922.4,478
478,Актюбинская,2047,1225105,498.8,923.6,479
479,Актюбинская,2047,1226338,498.9,924.8,480
470,Алматинская,2047,2370893,525.0,913.0,471
471,Алматинская,2047,2372567,525.1,914.9,472
472,Алматинская,2047,2374241,525.2,916.8,473
473,Алматинская,2047,2375916,525.3,918.7,474
474,Алматинская,2047,2377590,525.4,920.6,475
475,Алматинская,2047,2379265,525.5,922.5,476
476,Алматинская,2047,2380939,525.6,924.4,477
477,Алматинская,2047,2382613,525.7,926.3,478
478,Алматинская,2047,2384288,525.8,928.2,479
479,Алматинская,2047,2385962,525.9,930.1,480
470,Алматы,2047,3111908,903.0,921.0,471
471,Алматы,2047,3116414,903.1,921.9,472
472,Алматы,2047,3120920,903.2,922.8,473
473,Алматы,2047,3125426,903.3,923.7,474
474,Алматы,2047,3129933,903.4,924.6,475
475,Алматы,2047,3134439,903.5,925.5,476
476,Алматы,2047,3138945,903.6,926.4,477
477,Алматы,2047,3143452,903.7,927.3,478
478,Алматы,2047,3147958,903.8,928.2,479
479,Алматы,2047,3152464,903.9,929.1,480
470,Астана,2047,2164053,930.0,910.0,471
471,Астана,2047,2167960,930.1,912.8,472
472,Астана,2047,2171867,930.2,915.6,473
473,Астана,2047,2175774,930.3,918.4,474
474,Астана,2047,2179681,930.4,921.2,475
475,Астана,2047,2183588,930.5,924.0,476
476,Астана,2047,2187495,930.6,926.8,477
477,Астана,2047,2191402,930.7,929.6,478
478,Астана,2047,2195309,930.8,932.4,479
479,Астана,2047,2199216,930.9,935.2,480
470,Атырауская,2047,951218,552.0,909.0,471
471,Атырауская,2047,952360,552.1,912.5,472
472,Атырауская,2047,953503,552.2,916.0,473
473,Атырауская,2047,954646,552.3,919.5,474
474,Атырауская,2047,955789,552.4,923.0,475
475,Атырауская,2047,956932,552.5,926.5,476
476,Атырауская,2047,958074,552.6,930.0,477
477,Атырауская,2047,959217,552.7,933.5,478
478,Атырауская,2047,960360,552.8,937.0,479
479,Атырауская,2047,961503,552.9,940.5,480
479,ВКО,2047,713500,579.9,938.3,471
478,ВКО,2047,715277,579.8,936.6,472
477,ВКО,2047,717055,579.7,934.9,473
476,ВКО,2047,718832,579.6,933.2,474
475,ВКО,2047,720610,579.5,931.5,475
474,ВКО,2047,722387,579.4,929.8,476
473,ВКО,2047,724164,579.3,928.1,477
472,ВКО,2047,725942,579.2,926.4,478
471,ВКО,2047,727719,579.1,924.7,479
470,ВКО,2047,729497,579.0,923.0,480
470,Жамбылская,2047,1411671,606.0,907.0,471
471,Жамбылская,2047,1412653,606.1,909.9,472
472,Жамбылская,2047,1413635,606.2,912.8,473
473,Жамбылская,2047,1414618,606.3,915.7,474
474,Жамбылская,2047,1415600,606.4,918.6,475
475,Жамбылская,2047,1416583,606.5,921.5,476
476,Жамбылская,2047,1417565,606.6,924.4,477
477,Жамбылская,2047,1418547,606.7,927.3,478
478,Жамбылская,2047,1419530,606.8,930.2,479
479,Жамбылская,2047,1420512,606.9,933.1,480
259,Жетісу,2047,683279,633.9,927.1,251
258,Жетісу,2047,683342,633.8,926.2,252
257,Жетісу,2047,683405,633.7,925.3,253
256,Жетісу,2047,683467,633.6,924.4,254
255,Жетісу,2047,683530,633.5,923.5,255
254,Жетісу,2047,683592,633.4,922.6,256
253,Жетісу,2047,683655,633.3,921.7,257
252,Жетісу,2047,683717,633.2,920.8,258
251,Жетісу,2047,683780,633.1,919.9,259
250,Жетісу,2047,683842,633.0,919.0,260
470,ЗКО,2047,745204,660.0,904.0,471
471,ЗКО,2047,745539,660.1,906.9,472
472,ЗКО,2047,745875,660.2,909.8,473
473,ЗКО,2047,746211,660.3,912.7,474
474,ЗКО,2047,746547,660.4,915.6,475
475,ЗКО,2047,746883,660.5,918.5,476
476,ЗКО,2047,747219,660.6,921.4,477
477,ЗКО,2047,747555,660.7,924.3,478
478,ЗКО,2047,747891,660.8,927.2,479
479,ЗКО,2047,748227,660.9,930.1,480
479,Карагандинская,2047,1235466,687.9,940.0,471
478,Карагандинская,2047,1235754,687.8,938.0,472
477,Карагандинская,2047,1236042,687.7,936.0,473
476,Карагандинская,2047,1236331,687.6,934.0,474
475,Карагандинская,2047,1236619,687.5,932.0,475
474,Карагандинская,2047,1236907,687.4,930.0,476
473,Карагандинская,2047,1237196,687.3,928.0,477
472,Карагандинская,2047,1237484,687.2,926.0,478
471,Карагандинская,2047,1237772,687.1,924.0,479
470,Карагандинская,2047,1238061,687.0,922.0,480
479,Костанайская,2047,734077,714.9,937.5,471
478,Костанайская,2047,734511,714.8,934.0,472
477,Костанайская,2047,734945,714.7,930.5,473
476,Костанайская,2047,735379,714.6,927.0,474
475,Костанайская,2047,735813,714.5,923.5,475
474,Костанайская,2047,736247,714.4,920.0,476
473,Костанайская,2047,736681,714.3,916.5,477
472,Костанайская,2047,737115,714.2,913.0,478
471,Костанайская,2047,737549,714.1,909.5,479
470,Костанайская,2047,737983,714.0,906.0,480
470,Кызылординская,2047,1117767,741.0,908.0,471
471,Кызылординская,2047,1118933,741.1,910.9,472
472,Кызылординская,2047,1120099,741.2,913.8,473
473,Кызылординская,2047,1121266,741.3,916.7,474
474,Кызылординская,2047,1122432,741.4,919.6,475
475,Кызылординская,2047,1123599,741.5,922.5,476
476,Кызылординская,2047,1124765,741.6,925.4,477
477,Кызылординская,2047,1125931,741.7,928.3,478
478,Кызылординская,2047,1127098,741.8,931.2,479
479,Кызылординская,2047,1128264,741.9,934.1,480
470,Мангистауская,2047,1277916,768.0,917.0,471
471,Мангистауская,2047,1280043,768.1,918.4,472
472,Мангистауская,2047,1282171,768.2,919.8,473
473,Мангистауская,2047,1284299,768.3,921.2,474
474,Мангистауская,2047,1286426,768.4,922.6,475
475,Мангистауская,2047,1288554,768.5,924.0,476
476,Мангистауская,2047,1290682,768.6,925.4,477
477,Мангистауская,2047,1292809,768.7,926.8,478
478,Мангистауская,2047,1294937,768.8,928.2,479
479,Мангистауская,2047,1297065,768.9,929.6,480
479,Павлодарская,2047,744231,795.9,925.9,471
478,Павлодарская,2047,744255,795.8,924.8,472
477,Павлодарская,2047,744279,795.7,923.7,473
476,Павлодарская,2047,744303,795.6,922.6,474
475,Павлодарская,2047,744327,795.5,921.5,475
474,Павлодарская,2047,744351,795.4,920.4,476
473,Павлодарская,2047,744375,795.3,919.3,477
472,Павлодарская,2047,744399,795.2,918.2,478
471,Павлодарская,2047,744423,795.1,917.1,479
470,Павлодарская,2047,744447,795.0,916.0,480
470,Республика Казахстан ,2047,24641418,822.0,912.0,471
471,Республика Казахстан ,2047,24663716,822.1,914.2,472
472,Республика Казахстан ,2047,24686015,822.2,916.4,473
473,Республика Казахстан ,2047,24708314,822.3,918.6,474
474,Республика Казахстан ,2047,24730613,822.4,920.8,475
475,Республика Казахстан ,2047,24752912,822.5,923.0,476
476,Республика Казахстан ,2047,24775210,822.6,925.2,477
477,Республика Казахстан ,2047,24797509,822.7,927.4,478
478,Республика Казахстан ,2047,24819808,822.8,929.6,479
479,Республика Казахстан ,2047,24842107,822.9,931.8,480
479,СКО,2047,316371,849.9,939.2,471
478,СКО,2047,317174,849.8,935.4,472
477,СКО,2047,317978,849.7,931.6,473
476,СКО,2047,318781,849.6,927.8,474
475,СКО,2047,319585,849.5,924.0,475
474,СКО,2047,320388,849.4,920.2,476
473,СКО,2047,321191,849.3,916.4,477
472,СКО,2047,321995,849.2,912.6,478
471,СКО,2047,322798,849.1,908.8,479
470,СКО,2047,323602,849.0,905.0,480
470,Туркестанская,2047,2331227,876.0,924.0,471
471,Туркестанская,2047,2331357,876.1,924.1,472
472,Туркестанская,2047,2331487,876.2,924.2,473
473,Туркестанская,2047,2331617,876.3,924.3,474
474,Туркестанская,2047,2331748,876.4,924.4,475
475,Туркестанская,2047,2331878,876.5,924.5,476
476,Туркестанская,2047,2332008,876.6,924.6,477
477,Туркестанская,2047,2332139,876.7,924.7,478
478,Туркестанская,2047,2332269,876.8,924.8,479
479,Туркестанская,2047,2332399,876.9,924.9,480
300,Шымкент,2047,2326450,957.0,918.0,301
301,Шымкент,2047,2331182,957.1,920.1,302
302,Шымкент,2047,2335915,957.2,922.2,303
303,Шымкент,2047,2340647,957.3,924.3,304
304,Шымкент,2047,2345380,957.4,926.4,305
305,Шымкент,2047,2350113,957.5,928.5,306
306,Шымкент,2047,2354845,957.6,930.6,307
307,Шымкент,2047,2359578,957.7,932.7,308
308,Шымкент,2047,2364310,957.8,934.8,309
309,Шымкент,2047,2369043,957.9,936.9,310
259,Ұлытау,2047,177328,984.9,927.6,251
258,Ұлытау,2047,177503,984.8,926.2,252
257,Ұлытау,2047,177678,984.7,924.8,253
256,Ұлытау,2047,177853,984.6,923.4,254
255,Ұлытау,2047,178028,984.5,922.0,255
254,Ұлытау,2047,178203,984.4,920.6,256
253,Ұлытау,2047,178378,984.3,919.2,257
252,Ұлытау,2047,178553,984.2,917.8,258
251,Ұлытау,2047,178728,984.1,916.4,259
250,Ұлытау,2047,178903,984.0,915.0,260
269,Абай,2048,607082,445.9,947.6,261
268,Абай,2048,607101,445.8,946.2,262
267,Абай,2048,607119,445.7,944.8,263
266,Абай,2048,607138,445.6,943.4,264
265,Абай,2048,607156,445.5,942.0,265
264,Абай,2048,607175,445.4,940.6,266
263,Абай,2048,607193,445.3,939.2,267
262,Абай,2048,607212,445.2,937.8,268
261,Абай,2048,607230,445.1,936.4,269
260,Абай,2048,607249,445.0,935.0,270
489,Акмолинская,2048,729610,472.9,946.8,481
488,Акмолинская,2048,729660,472.8,946.6,482
487,Акмолинская,2048,729711,472.7,946.4,483
486,Акмолинская,2048,729761,472.6,946.2,484
485,Акмолинская,2048,729812,472.5,946.0,485
484,Акмолинская,2048,729862,472.4,945.8,486
483,Акмолинская,2048,729912,472.3,945.6,487
482,Акмолинская,2048,729963,472.2,945.4,488
481,Акмолинская,2048,730013,472.1,945.2,489
480,Акмолинская,2048,730064,472.0,945.0,490
480,Актюбинская,2048,1227571,499.0,926.0,481
481,Актюбинская,2048,1228803,499.1,929.1,482
482,Актюбинская,2048,1230036,499.2,932.2,483
483,Актюбинская,2048,1231269,499.3,935.3,484
484,Актюбинская,2048,1232502,499.4,938.4,485
485,Актюбинская,2048,1233735,499.5,941.5,486
486,Актюбинская,2048,1234968,499.6,944.6,487
487,Актюбинская,2048,1236201,499.7,947.7,488
488,Актюбинская,2048,1237434,499.8,950.8,489
489,Актюбинская,2048,1238667,499.9,953.9,490
480,Алматинская,2048,2387637,526.0,932.0,481
481,Алматинская,2048,2389311,526.1,935.2,482
482,Алматинская,2048,2390985,526.2,938.4,483
483,Алматинская,2048,2392660,526.3,941.6,484
484,Алматинская,2048,2394334,526.4,944.8,485
485,Алматинская,2048,2396009,526.5,948.0,486
486,Алматинская,2048,2397683,526.6,951.2,487
